,ref,name,publisher,year,score
1552,http://cpcgamereviews.com/s/index5.html#750cc_grand_prix,750cc Grand Prix,Code Masters,1989,5
1553,http://cpcgamereviews.com/s/index6.html#720_degrees,720&deg;,US Gold,1988,6
1554,http://cpcgamereviews.com/s/index6.html#sewer_rat,Sewer Rat,Lachlan Keown,2009,6
1555,http://cpcgamereviews.com/s/index6.html#seymour_at_the_movies,Seymour at the Movies,Code Masters,1991,7
1556,http://cpcgamereviews.com/s/index6.html#sgrizam,Sgrizam,Dinamic,1986,6
1557,http://cpcgamereviews.com/s/index6.html#shackled,Shackled,US Gold,1988,5
1558,http://cpcgamereviews.com/s/index6.html#shadow_dancer,Shadow Dancer,US Gold,1991,8
1559,http://cpcgamereviews.com/s/index6.html#shadow_of_the_beast,Shadow of the Beast,Gremlin Graphics,1990,8
1560,http://cpcgamereviews.com/s/index6.html#shadow_skimmer,Shadow Skimmer,The Edge,1987,7
1561,http://cpcgamereviews.com/s/index6.html#the_shadows_of_sergoth,The Shadows of Sergoth,Christophe Petit/Kukulcan,2018,10
1562,http://cpcgamereviews.com/s/index6.html#shadow_warriors,Shadow Warriors,Ocean,1990,6
1563,http://cpcgamereviews.com/s/index7.html#shanghai_karate,Shanghai Karate,Players,1988,6
1564,http://cpcgamereviews.com/s/index7.html#shanghai_warriors,Shanghai Warriors,Players,1989,3
1565,http://cpcgamereviews.com/s/index7.html#shao_lins_road,Shao Lin's Road,The Edge,1987,7
1566,http://cpcgamereviews.com/s/index7.html#shard_of_inovar,Shard of Inovar,Bulldog,1987,6
1567,http://cpcgamereviews.com/s/index7.html#shark,Shark,Players,1989,3
1568,http://cpcgamereviews.com/s/index7.html#sharkeys_moll,Sharkey's Moll,Zeppelin Games,1991,3
1569,http://cpcgamereviews.com/s/index7.html#sharpes_deeds,Sharpe's Deeds,Incentive,1987,7
1570,http://cpcgamereviews.com/s/index7.html#sherman_m4,Sherman M4,Loriciel,1990,6
1571,http://cpcgamereviews.com/s/index7.html#shinobi,Shinobi,Virgin Games,1989,8
1572,http://cpcgamereviews.com/s/index7.html#shockway_rider,Shockway Rider,FTL,1986,6
1573,http://cpcgamereviews.com/s/index8.html#short_circuit,Short Circuit,Ocean,1987,6
1574,http://cpcgamereviews.com/s/index8.html#shorts_fuse,Short's Fuse,Firebird,1985,5
1575,http://cpcgamereviews.com/s/index8.html#shufflepuck_cafe,Shufflepuck Caf&eacute;,Br&oslash;derbund,1989,9
1576,http://cpcgamereviews.com/s/index8.html#side_arms,Side Arms,Go!,1987,7
1577,http://cpcgamereviews.com/s/index8.html#sideral_war,Sideral War,Delta Software,1989,4
1578,http://cpcgamereviews.com/s/index8.html#sidewalk,Sidewalk,Infogrames,1987,3
1579,http://cpcgamereviews.com/s/index8.html#sigma_7,Sigma 7,Durell,1986,6
1580,http://cpcgamereviews.com/s/index8.html#silent_service,Silent Service,MicroProse,1986,7
1581,http://cpcgamereviews.com/s/index8.html#silent_shadow,Silent Shadow,Topo Soft,1988,6
1582,http://cpcgamereviews.com/s/index8.html#silkworm,Silkworm,Virgin Games,1988,8
1583,http://cpcgamereviews.com/s/index9.html#sim_city,Sim City,Infogrames,1990,8
1584,http://cpcgamereviews.com/s/index9.html#the_simpsons_bart_vs_the_space_mutants,The Simpsons: Bart vs. the Space Mutants,Ocean,1991,7
1585,http://cpcgamereviews.com/s/index9.html#sir_ababol,Sir Ababol,The Mojon Twins,2010,8
1586,http://cpcgamereviews.com/s/index9.html#sir_ababol_nes-om_edition,Sir Ababol NES-OM Edition,The Mojon Twins,2018,8
1587,http://cpcgamereviews.com/s/index9.html#sir_fred,Sir Fred,Made in Spain,1986,5
1588,http://cpcgamereviews.com/s/index9.html#sir_lancelot,Sir Lancelot,Melbourne House,1985,8
1589,http://cpcgamereviews.com/s/index9.html#sirwood,Sirwood,Opera Soft,1989,8
1590,http://cpcgamereviews.com/s/index9.html#skateboard_joust,Skateboard Joust,Silverbird,1988,3
1591,http://cpcgamereviews.com/s/index9.html#skateboard_kidz,Skateboard Kidz,Silverbird,1988,3
1592,http://cpcgamereviews.com/s/index9.html#skate_crazy,Skate Crazy,Gremlin Graphics,1988,8
1593,http://cpcgamereviews.com/s/index10.html#skate_or_die,Skate or Die,Electronic Arts,1989,4
1594,http://cpcgamereviews.com/s/index10.html#skate_rock,Skate Rock,Bubble Bus,1987,5
1595,http://cpcgamereviews.com/s/index10.html#skate_wars,Skate Wars,Ubi Soft,1989,7
1596,http://cpcgamereviews.com/s/index10.html#skatin_usa,Skatin' USA,Atlantis,1990,6
1597,http://cpcgamereviews.com/s/index10.html#skool_daze,Skool Daze,Amsware Systems,2015,7
1598,http://cpcgamereviews.com/s/index10.html#skull_and_crossbones,Skull and Crossbones,Domark,1991,7
1599,http://cpcgamereviews.com/s/index10.html#skweek,Skweek,US Gold/Loriciels,1989,10
1600,http://cpcgamereviews.com/s/index10.html#skyx,Skyx,Legend Software,1988,5
1601,http://cpcgamereviews.com/s/index10.html#slap_fight,Slap Fight,Imagine,1987,6
1602,http://cpcgamereviews.com/s/index10.html#slapshot,Slapshot,Anirog,1985,4
1603,http://cpcgamereviews.com/s/index11.html#sliders,Sliders,Micro&iuml;ds,1991,7
1604,http://cpcgamereviews.com/s/index11.html#slightly_magic,Slightly Magic,Code Masters,1991,9
1605,http://cpcgamereviews.com/s/index11.html#slug,Slug,Alternative Software,1988,4
1606,http://cpcgamereviews.com/s/index11.html#sly_spy_secret_agent,Sly Spy: Secret Agent,Ocean,1990,7
1607,http://cpcgamereviews.com/s/index11.html#small_games_for_smart_minds,Small Games for Smart Minds,CEZ Games Studio,2007,7
1608,http://cpcgamereviews.com/s/index11.html#smashed,S*M*A*S*H*E*D,Alternative Software,1987,7
1609,http://cpcgamereviews.com/s/index11.html#smash_tv,Smash TV,Ocean,1991,8
1610,http://cpcgamereviews.com/s/index11.html#the_smirking_horror,The Smirking Horror,WoW Software,1991,8
1611,http://cpcgamereviews.com/s/index11.html#smugglers_cove,Smugglers Cove,CRL,1985,4
1612,http://cpcgamereviews.com/s/index11.html#snoball_in_hell,Snoball in Hell,Atlantis,1989,6
1613,http://cpcgamereviews.com/s/index12.html#snodgits,Snodgits,Sparklers,1985,6
1614,http://cpcgamereviews.com/s/index12.html#snooker_management,Snooker Management,Cult,1990,1
1615,http://cpcgamereviews.com/s/index12.html#snoopy,Snoopy,The Edge,1989,7
1616,http://cpcgamereviews.com/s/index12.html#snowball,Snowball,Level 9,1984,8
1617,http://cpcgamereviews.com/s/index12.html#soccer_challenge,Soccer Challenge,Alternative Software,1990,3
1618,http://cpcgamereviews.com/s/index12.html#soccer_director,Soccer Director,GTi,1990,2
1619,http://cpcgamereviews.com/s/index12.html#soccer_86,Soccer 86,Activision/Loriciels,1985,6
1620,http://cpcgamereviews.com/s/index12.html#soccer_pinball,Soccer Pinball,Code Masters,1992,6
1621,http://cpcgamereviews.com/s/index12.html#soccer_rivals,Soccer Rivals,Cult,1991,5
1622,http://cpcgamereviews.com/s/index12.html#software_house,Software House,Cult,1988,7
1623,http://cpcgamereviews.com/s/index13.html#software_star,Software Star,Addictive,1984,5
1624,http://cpcgamereviews.com/s/index13.html#solar_coaster,Solar Coaster,Optyx,1987,4
1625,http://cpcgamereviews.com/s/index13.html#solar_empire,Solar Empire,Players,1990,6
1626,http://cpcgamereviews.com/s/index13.html#solar_warrior,Solar Warrior,Skyslip Software,1988,7
1627,http://cpcgamereviews.com/s/index13.html#soldier_of_light,Soldier of Light,ACE,1989,4
1628,http://cpcgamereviews.com/s/index13.html#sol_negro,Sol Negro,Opera Soft,1988,6
1629,http://cpcgamereviews.com/s/index13.html#solo,Solo,Opera Soft,1989,7
1630,http://cpcgamereviews.com/s/index13.html#solomons_key,Solomon's Key,US Gold,1987,8
1631,http://cpcgamereviews.com/s/index13.html#sonic_boom,Sonic Boom,Activision,1990,8
1632,http://cpcgamereviews.com/s/index13.html#sootland,Sootland,Zafiro,1989,2
1633,http://cpcgamereviews.com/s/index14.html#sooty_and_sweep,Sooty and Sweep,Alternative Software,1989,5
1634,http://cpcgamereviews.com/s/index14.html#sorcerer,Sorcerer,Infocom,1986,8
1635,http://cpcgamereviews.com/s/index14.html#sorcerers,Sorcerers,SalvaKantero,2020,8
1636,http://cpcgamereviews.com/s/index14.html#sorcery,Sorcery,Virgin Games,1985,10
1637,http://cpcgamereviews.com/s/index14.html#sorcery+,Sorcery+,Amsoft,1985,9
1638,http://cpcgamereviews.com/s/index14.html#soul_of_a_robot,Soul of a Robot,Mastertronic,1986,4
1639,http://cpcgamereviews.com/s/index14.html#southern_belle,Southern Belle,Hewson,1985,7
1640,http://cpcgamereviews.com/s/index14.html#soviet,Soviet,Opera Soft,1991,7
1641,http://cpcgamereviews.com/s/index14.html#space_ace,Space Ace,Players,1987,3
1642,http://cpcgamereviews.com/s/index14.html#space_cowboy_in_lost_planet,Space Cowboy in Lost Planet,VoxelTower,2020,7
1643,http://cpcgamereviews.com/s/index15.html#space_crusade,Space Crusade,Gremlin Graphics,1992,9
1644,http://cpcgamereviews.com/s/index15.html#spaced_out,Spaced Out!,Firebird,1987,7
1645,http://cpcgamereviews.com/s/index15.html#space_froggy,Space Froggy,Glenco,1990,7
1646,http://cpcgamereviews.com/s/index15.html#space_gun,Space Gun,Ocean,1992,5
1647,http://cpcgamereviews.com/s/index15.html#space_harrier,Space Harrier,Elite,1986,5
1648,http://cpcgamereviews.com/s/index15.html#space_harrier_2,Space Harrier II,Grandslam,1990,8
1649,http://cpcgamereviews.com/s/index15.html#space_hawks,Space Hawks,Amsoft,1984,8
1650,http://cpcgamereviews.com/s/index15.html#space_invaders,Space Invaders,40Crisis,2016,7
1651,http://cpcgamereviews.com/s/index15.html#space_moves_retrobytes_productions,Space Moves,Retrobytes Productions,2020,8
1652,http://cpcgamereviews.com/s/index15.html#space_moves_cpcretrodev,Space Moves,Toni Ram&iacute;rez,2015,9
1653,http://cpcgamereviews.com/s/index16.html#space_pest_control,Space Pest Control,Juan Jos&eacute; Mart&iacute;nez,2015,7
1654,http://cpcgamereviews.com/s/index16.html#space_racer,Space Racer,Loriciels,1988,3
1655,http://cpcgamereviews.com/s/index16.html#space_rider,Space Rider,Hi-Tec Software,1990,5
1656,http://cpcgamereviews.com/s/index16.html#space_smugglers,Space Smugglers,MHT Ingenieros,1989,5
1657,http://cpcgamereviews.com/s/index16.html#spannerman,Spannerman,Amsoft,1984,5
1658,http://cpcgamereviews.com/s/index16.html#speed_king,Speed King,Mastertronic,1986,7
1659,http://cpcgamereviews.com/s/index16.html#speedzone,Speedzone,Mastertronic,1988,5
1660,http://cpcgamereviews.com/s/index16.html#spellbound,Spellbound,Mastertronic,1986,8
1661,http://cpcgamereviews.com/s/index16.html#spellbound_dizzy,Spellbound Dizzy,Code Masters,1991,7
1662,http://cpcgamereviews.com/s/index16.html#spellbreaker,Spellbreaker,Infocom,1986,7
1663,http://cpcgamereviews.com/s/index17.html#sphaira,Sphaira,Ubi Soft,1989,7
1664,http://cpcgamereviews.com/s/index17.html#spherical,Spherical,Rainbow Arts,1989,9
1665,http://cpcgamereviews.com/s/index17.html#spike_in_transylvania,Spike in Transylvania,Code Masters,1991,8
1666,http://cpcgamereviews.com/s/index17.html#spiky_harold,Spiky Harold,Firebird,1986,6
1667,http://cpcgamereviews.com/s/index17.html#spindizzy,Spindizzy,Electric Dreams,1986,10
1668,http://cpcgamereviews.com/s/index17.html#spindrone,Spindrone,Atlantis,1988,5
1669,http://cpcgamereviews.com/s/index17.html#spitfire,Spitfire,Encore,1989,6
1670,http://cpcgamereviews.com/s/index17.html#spitting_image,Spitting Image,Domark,1988,5
1671,http://cpcgamereviews.com/s/index17.html#splat,Splat!,Amsoft/Incentive,1985,7
1672,http://cpcgamereviews.com/s/index17.html#split_personalities,Split Personalities,Domark,1986,9
1673,http://cpcgamereviews.com/s/index18.html#spooked,Spooked,Players,1989,2
1674,http://cpcgamereviews.com/s/index18.html#spooky_castle,Spooky Castle,Atlantis,1990,6
1675,http://cpcgamereviews.com/s/index18.html#sporting_triangles,Sporting Triangles,CDS,1989,4
1676,http://cpcgamereviews.com/s/index18.html#sport_of_kings,Sport of Kings,Mastertronic,1986,3
1677,http://cpcgamereviews.com/s/index18.html#sputnik,Sputnik,SPE,1986,4
1678,http://cpcgamereviews.com/s/index18.html#spy_hunter,Spy Hunter,Kixx,1989,6
1679,http://cpcgamereviews.com/s/index18.html#spy_vs_spy,Spy vs Spy,Beyond,1985,9
1680,http://cpcgamereviews.com/s/index18.html#spy_vs_spy_arctic_antics,Spy vs Spy: Arctic Antics,Databyte,1987,6
1681,http://cpcgamereviews.com/s/index18.html#spy_vs_spy_the_island_caper,Spy vs Spy: The Island Caper,Databyte,1987,4
1682,http://cpcgamereviews.com/s/index18.html#the_spy_who_loved_me,The Spy Who Loved Me,Domark,1991,4
1683,http://cpcgamereviews.com/s/index19.html#sram,Sram,ERE Informatique,1986,7
1684,http://cpcgamereviews.com/s/index19.html#sram_2,Sram 2,ERE Informatique,1986,9
1685,http://cpcgamereviews.com/s/index19.html#stainless_steel,Stainless Steel,Mikro-Gen,1986,6
1686,http://cpcgamereviews.com/s/index19.html#stairway_to_hell,Stairway to Hell,Software Invasion,1986,1
1687,http://cpcgamereviews.com/s/index19.html#star_avenger,Star Avenger,Kuma,1984,7
1688,http://cpcgamereviews.com/s/index19.html#star_bowls,Star Bowls,Zigurat,1991,7
1689,http://cpcgamereviews.com/s/index19.html#starboy,Starboy,Gasoline Software,1986,7
1690,http://cpcgamereviews.com/s/index19.html#starbyte,Starbyte,Mister Chip,1987,0
1691,http://cpcgamereviews.com/s/index19.html#star_commando,Star Commando,Amsoft/Terminal,1984,6
1692,http://cpcgamereviews.com/s/index19.html#star_driver,Star Driver,Radical Software,1994,5
1693,http://cpcgamereviews.com/s/index20.html#stardust,Stardust,Topo Soft/Kixx,1987,7
1694,http://cpcgamereviews.com/s/index20.html#star_firebirds,Star Firebirds,Insight,1986,5
1695,http://cpcgamereviews.com/s/index20.html#starfox,Starfox,Reakt&ouml;r,1987,6
1696,http://cpcgamereviews.com/s/index20.html#starglider,Starglider,Rainbird,1986,9
1697,http://cpcgamereviews.com/s/index20.html#starion,Starion,Melbourne House,1985,8
1698,http://cpcgamereviews.com/s/index20.html#starquake,Starquake,Bubble Bus,1986,9
1699,http://cpcgamereviews.com/s/index20.html#star_raiders_2,Star Raiders II,Electric Dreams,1987,7
1700,http://cpcgamereviews.com/s/index20.html#star_ranger,Star Ranger,Tynesoft,1986,5
1701,http://cpcgamereviews.com/s/index20.html#starring_charlie_chaplin,Starring Charlie Chaplin,US Gold,1987,4
1702,http://cpcgamereviews.com/s/index20.html#star_sabre,Star Sabre,Cronosoft,2008,8
1703,http://cpcgamereviews.com/s/index21.html#starstrike_2,Starstrike II,Firebird,1986,9
1704,http://cpcgamereviews.com/s/index21.html#starting_blocks,Starting Blocks,Coktel Vision,1988,7
1705,http://cpcgamereviews.com/s/index21.html#star_trooper,Star Trooper,Players,1988,6
1706,http://cpcgamereviews.com/s/index21.html#star_wars,Star Wars,Domark,1988,9
1707,http://cpcgamereviews.com/s/index21.html#star_wars_droids,Star Wars Droids,Mastertronic,1988,4
1708,http://cpcgamereviews.com/s/index21.html#stationfall,Stationfall,Infocom,1987,8
1709,http://cpcgamereviews.com/s/index21.html#steel_eagle,Steel Eagle,Players,1990,4
1710,http://cpcgamereviews.com/s/index21.html#steg,Steg,Code Masters,1992,5
1711,http://cpcgamereviews.com/s/index21.html#steve_davis_snooker,Steve Davis Snooker,CDS,1985,6
1712,http://cpcgamereviews.com/s/index21.html#steve_mcqueen_westphaser,Steve McQueen Westphaser,Loriciel,1992,8
1713,http://cpcgamereviews.com/s/index22.html#stockmarket,Stockmarket,Amsoft,1985,7
1714,http://cpcgamereviews.com/s/index22.html#stomp,Stomp,DK'Tronics,1985,3
1715,http://cpcgamereviews.com/s/index22.html#stop-ball,Stop-Ball,Dro Soft,1988,4
1716,http://cpcgamereviews.com/s/index22.html#storm,Storm,Mastertronic,1986,7
1717,http://cpcgamereviews.com/s/index22.html#stormbringer,Stormbringer,Mastertronic,1987,7
1718,http://cpcgamereviews.com/s/index22.html#stormlord,Stormlord,Hewson,1989,8
1719,http://cpcgamereviews.com/s/index22.html#storm_warrior,Storm Warrior,Elite,1988,6
1720,http://cpcgamereviews.com/s/index22.html#stranded,Stranded,Cronosoft,2006,7
1721,http://cpcgamereviews.com/s/index22.html#streaker,Streaker,Bulldog,1987,2
1722,http://cpcgamereviews.com/s/index22.html#street_cred_boxing,Street Cred' Boxing,Players,1989,4
1723,http://cpcgamereviews.com/s/index23.html#street_cred_football,Street Cred' Football,Players,1989,3
1724,http://cpcgamereviews.com/s/index23.html#street_fighter,Street Fighter,US Gold,1988,5
1725,http://cpcgamereviews.com/s/index23.html#street_gang,Street Gang,Players,1989,5
1726,http://cpcgamereviews.com/s/index23.html#street_gang_football,Street Gang Football,Code Masters,1989,4
1727,http://cpcgamereviews.com/s/index23.html#street_hawk,Street Hawk,Ocean,1986,6
1728,http://cpcgamereviews.com/s/index23.html#street_machine,Street Machine,Software Invasion,1987,7
1729,http://cpcgamereviews.com/s/index23.html#street_sports_basketball,Street Sports Basketball,Epyx,1988,3
1730,http://cpcgamereviews.com/s/index23.html#street_warriors,Street Warriors,Marcus Kasumba,1995,5
1731,http://cpcgamereviews.com/s/index23.html#stress,Stress,Cobra Soft,1985,1
1732,http://cpcgamereviews.com/s/index23.html#strider,Strider,US Gold,1989,8
1733,http://cpcgamereviews.com/s/index24.html#strider_2,Strider II,US Gold,1991,8
1734,http://cpcgamereviews.com/s/index24.html#strike,Strike!,Mastertronic,1987,6
1735,http://cpcgamereviews.com/s/index24.html#strike_force_cobra,Strike Force Cobra,Piranha,1987,7
1736,http://cpcgamereviews.com/s/index24.html#striker,Striker,Cult,1990,7
1737,http://cpcgamereviews.com/s/index24.html#striker_in_the_crypts_of_trogan,Striker in the Crypts of Trogan,Code Masters,1992,8
1738,http://cpcgamereviews.com/s/index24.html#striker_manager,Striker Manager,Cult,1990,7
1739,http://cpcgamereviews.com/s/index24.html#strip_poker_core,Strip Poker,CORE,1985,5
1740,http://cpcgamereviews.com/s/index24.html#stroper,Stroper,Zigurat,1992,7
1741,http://cpcgamereviews.com/s/index24.html#stryfe,Stryfe,ERE Informatique,1986,8
1742,http://cpcgamereviews.com/s/index24.html#stun_runner,STUN Runner,Domark,1990,2
1743,http://cpcgamereviews.com/s/index25.html#stunt_bike_simulator,Stunt Bike Simulator,Silverbird,1988,3
1744,http://cpcgamereviews.com/s/index25.html#stunt_car_racer,Stunt Car Racer,Micro Style,1990,9
1745,http://cpcgamereviews.com/s/index25.html#stuntman_seymour,Stuntman Seymour,Code Masters,1992,5
1746,http://cpcgamereviews.com/s/index25.html#sub,Sub,Gasoline Software,1987,5
1747,http://cpcgamereviews.com/s/index25.html#subbuteo,Subbuteo,Electronic Zoo,1990,6
1748,http://cpcgamereviews.com/s/index25.html#sub_hunter,Sub Hunter,Psytronik Software,2011,9
1749,http://cpcgamereviews.com/s/index25.html#subtera_puzlo,Subtera Puzlo,EgoTrip,2013,8
1750,http://cpcgamereviews.com/s/index25.html#subterranean_stryker,Subterranean Stryker,Amsoft,1985,5
1751,http://cpcgamereviews.com/s/index25.html#subway_vigilante,Subway Vigilante,Players,1989,3
1752,http://cpcgamereviews.com/s/index25.html#sudoku,Sudoku,Cronosoft,2008,7
1753,http://cpcgamereviews.com/s/index26.html#sudoku_master,Sudoku Master,Binary Sciences,2009,9
1754,http://cpcgamereviews.com/s/index26.html#sultans_maze,Sultan's Maze,Amsoft,1984,2
1755,http://cpcgamereviews.com/s/index26.html#summer_games,Summer Games,Epyx,1988,8
1756,http://cpcgamereviews.com/s/index26.html#summer_games_2,Summer Games II,Epyx,1988,3
1757,http://cpcgamereviews.com/s/index26.html#sun_star,Sun Star,CRL,1987,6
1758,http://cpcgamereviews.com/s/index26.html#super_cars,Super Cars,Gremlin Graphics,1990,8
1759,http://cpcgamereviews.com/s/index26.html#super_cauldron,Super Cauldron,Titus,1993,10
1760,http://cpcgamereviews.com/s/index26.html#super_cycle,Super Cycle,Epyx,1987,8
1761,http://cpcgamereviews.com/s/index26.html#super_gran,Super Gran,Tynesoft,1985,0
1762,http://cpcgamereviews.com/s/index26.html#super_hang-on,Super Hang-On,Electric Dreams,1988,6
1763,http://cpcgamereviews.com/s/index27.html#super_hero,Super Hero,Code Masters,1988,7
1764,http://cpcgamereviews.com/s/index27.html#superkid,Superkid,Atlantis,1990,5
1765,http://cpcgamereviews.com/s/index27.html#superkid_in_space,Superkid in Space,Atlantis,1991,7
1766,http://cpcgamereviews.com/s/index27.html#superman_the_game,Superman: The Game,Telecomsoft,1986,5
1767,http://cpcgamereviews.com/s/index27.html#superman_the_man_of_steel,Superman: The Man of Steel,Tynesoft,1989,7
1768,http://cpcgamereviews.com/s/index27.html#super_monaco_grand_prix,Super Monaco Grand Prix,US Gold,1991,6
1769,http://cpcgamereviews.com/s/index27.html#supernudge_2000,Supernudge 2000,Mastertronic,1989,4
1770,http://cpcgamereviews.com/s/index27.html#super_pac,Super Pac,Loisitech,1986,3
1771,http://cpcgamereviews.com/s/index27.html#super_pipeline_2,Super Pipeline II,Amsoft/Taskset,1985,8
1772,http://cpcgamereviews.com/s/index27.html#super_sam,Super Sam,Budgie,1985,4
1773,http://cpcgamereviews.com/s/index28.html#super_scramble_simulator,Super Scramble Simulator,Gremlin Graphics,1989,5
1774,http://cpcgamereviews.com/s/index28.html#super_seymour_saves_the_planet,Super Seymour Saves the Planet,Code Masters,1992,5
1775,http://cpcgamereviews.com/s/index28.html#super_ski,Super Ski,Micro&iuml;ds,1987,8
1776,http://cpcgamereviews.com/s/index28.html#super_skweek,Super Skweek,Loriciel,1991,6
1777,http://cpcgamereviews.com/s/index28.html#super_space_invaders,Super Space Invaders,Domark,1991,4
1778,http://cpcgamereviews.com/s/index28.html#super_sports,Super Sports,Gremlin Graphics,1988,8
1779,http://cpcgamereviews.com/s/index28.html#super_sprint,Super Sprint,Electric Dreams,1987,5
1780,http://cpcgamereviews.com/s/index28.html#super_stock_car,Super Stock Car,Mastertronic,1989,7
1781,http://cpcgamereviews.com/s/index28.html#super_stunt_man,Super Stunt Man,Code Masters,1988,5
1782,http://cpcgamereviews.com/s/index28.html#super_tank_simulator,Super Tank Simulator,Code Masters,1989,5
1783,http://cpcgamereviews.com/s/index29.html#superted_the_search_for_spot,SuperTed: The Search for Spot,Alternative Software,1990,6
1784,http://cpcgamereviews.com/s/index29.html#super_tripper,Super Tripper,Amsoft,1985,7
1785,http://cpcgamereviews.com/s/index29.html#super_trolley,Super Trolley,Mastertronic,1988,2
1786,http://cpcgamereviews.com/s/index29.html#supertrux,Supertrux,Elite,1988,6
1787,http://cpcgamereviews.com/s/index29.html#super_wonder_boy_in_monster_land,Super Wonder Boy in Monster Land,Activision,1989,6
1788,http://cpcgamereviews.com/s/index29.html#super_wrestle,Super Wrestle,Lachlan Keown,2015,6
1789,http://cpcgamereviews.com/s/index29.html#surprise_surprise,Surprise Surprise,Central Solutions,1986,0
1790,http://cpcgamereviews.com/s/index29.html#the_survivor,The Survivor,Anirog,1984,3
1791,http://cpcgamereviews.com/s/index29.html#survivor,Survivor,Topo Soft,1987,7
1792,http://cpcgamereviews.com/s/index29.html#survivors,Survivors,Atlantis,1988,6
1793,http://cpcgamereviews.com/s/index30.html#survivre,Survivre,Lankhor,1992,8
1794,http://cpcgamereviews.com/s/index30.html#suspended,Suspended,Infocom,1986,8
1795,http://cpcgamereviews.com/s/index30.html#swap,Swap,Micro&iuml;ds,1991,9
1796,http://cpcgamereviews.com/s/index30.html#sweevos_world,Sweevo's World,Gargoyle Games,1986,7
1797,http://cpcgamereviews.com/s/index30.html#switchblade,Switchblade,Gremlin Graphics,1990,9
1798,http://cpcgamereviews.com/s/index30.html#swiv,SWIV,Storm,1991,4
1799,http://cpcgamereviews.com/s/index30.html#sword_of_the_samurai,Sword of the Samurai,Zeppelin Games,1992,7
1800,http://cpcgamereviews.com/s/index30.html#sword_slayer,Sword Slayer,Players,1988,5
1801,http://cpcgamereviews.com/s/index30.html#syntax,Syntax,Blue Ribbon,1988,3
1802,http://cpcgamereviews.com/t/index.html#table_football,Table Football,Budgie,1987,5
1803,http://cpcgamereviews.com/t/index.html#tag_team_wrestling,Tag Team Wrestling,Zeppelin Games,1992,2
1804,http://cpcgamereviews.com/t/index.html#tales_of_the_arabian_nights,Tales of the Arabian Nights,Interceptor Software,1985,5
1805,http://cpcgamereviews.com/t/index.html#le_talisman_dosiris,Le Talisman d'Osiris,Chip,1987,7
1806,http://cpcgamereviews.com/t/index.html#tanium,Tanium,Players,1988,5
1807,http://cpcgamereviews.com/t/index.html#tank,Tank,Ocean,1987,7
1808,http://cpcgamereviews.com/t/index.html#tank_busters,Tank Busters,Design Design,1985,7
1809,http://cpcgamereviews.com/t/index.html#tank_command,Tank Command,Amsoft,1986,7
1810,http://cpcgamereviews.com/t/index.html#tapper,Tapper,Amsoft,1986,7
1811,http://cpcgamereviews.com/t/index.html#target_plus,Target Plus,Dinamic,1988,6
1812,http://cpcgamereviews.com/t/index2.html#target_renegade,Target; Renegade,Imagine,1988,7
1813,http://cpcgamereviews.com/t/index2.html#targhan,Targhan,Silmarils,1990,8
1814,http://cpcgamereviews.com/t/index2.html#tarzan,Tarzan,Martech,1987,3
1815,http://cpcgamereviews.com/t/index2.html#task_force,Task Force,Players,1989,6
1816,http://cpcgamereviews.com/t/index2.html#tau_ceti,Tau Ceti,CRL,1986,8
1817,http://cpcgamereviews.com/t/index2.html#t-bird,T-Bird,Mastertronic,1989,6
1818,http://cpcgamereviews.com/t/index2.html#technician_ted,Technician Ted,Hewson,1984,5
1819,http://cpcgamereviews.com/t/index2.html#techno_cop,Techno Cop,Gremlin Graphics,1988,6
1820,http://cpcgamereviews.com/t/index2.html#teenage_mutant_hero_turtles,Teenage Mutant Hero Turtles,Image Works,1990,7
1821,http://cpcgamereviews.com/t/index2.html#teenage_mutant_hero_turtles_the_coin-op,Teenage Mutant Hero Turtles: The Coin-Op,Image Works,1991,10
1822,http://cpcgamereviews.com/t/index3.html#teenage_queen,Teenage Queen,ERE Informatique,1988,4
1823,http://cpcgamereviews.com/t/index3.html#tempest,Tempest,Electric Dreams,1986,9
1824,http://cpcgamereviews.com/t/index3.html#tennis_cup,Tennis Cup,Loriciel,1990,8
1825,http://cpcgamereviews.com/t/index3.html#tennis_cup_2,Tennis Cup II,Loriciel,1990,7
1826,http://cpcgamereviews.com/t/index3.html#ten-pin_challenge,Ten-Pin Challenge,Atlantis,1987,1
1827,http://cpcgamereviews.com/t/index3.html#10th_frame,10th Frame,US Gold,1986,6
1828,http://cpcgamereviews.com/t/index3.html#teodoro_no_sabe_volar,Teodoro No Sabe Volar,Retroworks,2013,8
1829,http://cpcgamereviews.com/t/index3.html#terminator_2,Terminator 2,Ocean,1991,7
1830,http://cpcgamereviews.com/t/index3.html#terminus,Terminus,Mastertronic,1986,9
1831,http://cpcgamereviews.com/t/index3.html#terra_cognita,Terra Cognita,Code Masters,1986,7
1832,http://cpcgamereviews.com/t/index4.html#terramex,Terramex,Grandslam,1988,8
1833,http://cpcgamereviews.com/t/index4.html#terres_et_conquerants,Terres et Conqu&eacute;rants,Ubi Soft,1989,8
1834,http://cpcgamereviews.com/t/index4.html#terrormolinos,Terrormolinos,Melbourne House,1985,7
1835,http://cpcgamereviews.com/t/index4.html#terrorpods,Terrorpods,Melbourne House,1988,5
1836,http://cpcgamereviews.com/t/index4.html#el_tesoro_perdido_de_cuauhtemoc,El Tesoro Perdido de Cuauhtemoc,4Mhz,2017,10
